line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00413,QT-MUM-0092,3,PRODUCT,VAR-0060,,,Dell Precision 3580 Affordable Mobile CAD Workstation / 16GB RAM / 512GB SSD / Win 11 Pro,60,118000.00,5.00,354000.00,18.0,1210680.00,7936680.00,ONE_TIME,WH-001,ALLOCATED
QL-00414,QT-MUM-0092,4,PRODUCT,VAR-0632,,,LG 29WN600-W 29-inch 21:9 UltraWide Spreadsheets Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,24300.00,3.00,1458.00,18.0,8485.56,55627.56,ONE_TIME,WH-001,ALLOCATED
QL-00415,QT-MUM-0092,5,PRODUCT,VAR-0273,,,ASUS ProArt PA329CV 32-inch 4K HDR-400 Professional / Factory Calibrated / Tilt-Swivel-Pivot,25,67200.00,0.00,0.00,18.0,302400.00,1982400.00,ONE_TIME,WH-001,ALLOCATED
QL-00416,QT-MUM-0092,6,SUBSCRIPTION,,,SUB-004,Platinum Datacenter Server Cluster AMC with Spares Onsite (Yearly),1,110000.00,0.00,0.00,18.0,19800.00,129800.00,RECURRING,,PENDING
QL-00417,QT-MUM-0093,1,PRODUCT,VAR-0237,,,Sophos XGS 2300 Redundant Power NGFW Appliance / Hardware Appliance / Base Bundle,25,288000.00,12.00,864000.00,18.0,1140480.00,7476480.00,ONE_TIME,WH-001,ALLOCATED
QL-00418,QT-MUM-0093,2,PRODUCT,VAR-0545,,,Cisco Catalyst 9500 24-Port 25G Fiber Core Switch / Redundant AC Power Supply & Stacking Module,5,979200.00,10.00,489600.00,18.0,793152.00,5199552.00,ONE_TIME,WH-001,ALLOCATED
QL-00419,QT-MUM-0093,3,PRODUCT,VAR-0395,,,Lenovo ThinkPad L14 Gen 4 Enterprise Deployment / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,90280.00,3.00,108336.00,18.0,630515.52,4133379.52,ONE_TIME,WH-001,ALLOCATED
QL-00420,QT-MUM-0093,4,PRODUCT,VAR-0195,,,Aruba CX 6100 24G 4SFP+ Enterprise Access Switch / 19-inch Rackmount / Redundant Power Ready,25,94000.00,12.00,282000.00,18.0,372240.00,2440240.00,ONE_TIME,WH-001,ALLOCATED
QL-00421,QT-MUM-0093,5,PRODUCT,VAR-0198,,,Aruba CX 6300M 24-Port Modular Core/Aggregation Switch / 19-inch Rackmount / Redundant Power Ready,25,342000.00,7.50,641250.00,18.0,1423575.00,9332325.00,ONE_TIME,WH-001,ALLOCATED
QL-00422,QT-MUM-0093,6,SERVICE,,SRV-007,,Structured Cat6A 24-Port Patch Panel Termination,1,7200.00,10.00,720.00,18.0,1166.40,7646.40,ONE_TIME,,PENDING
QL-00423,QT-MUM-0094,1,PRODUCT,VAR-0367,,,Logitech Brio 4K Ultra HD HDR Webcam with RightLight 3 / Commercial Retail Pack,60,19800.00,3.00,35640.00,18.0,207424.80,1359784.80,ONE_TIME,WH-001,ALLOCATED
QL-00424,QT-MUM-0094,2,PRODUCT,VAR-0470,,,Apple Mac Pro M2 Ultra Tower PCIe Expansion / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,25,985365.00,7.50,1847559.38,18.0,4101581.81,26888147.43,ONE_TIME,WH-001,ALLOCATED
QL-00425,QT-MUM-0094,3,PRODUCT,VAR-0438,,,Apple iMac 24-inch M3 4.5K Retina All-in-One / 32GB DDR5 / 1TB NVMe / Win 11 Pro,25,164578.00,5.00,205722.50,18.0,703570.95,4612298.45,ONE_TIME,WH-001,ALLOCATED
QL-00426,QT-MUM-0094,4,PRODUCT,VAR-0107,,,Lenovo ThinkStation P7 Single-Socket Intel Xeon W-3400 / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,40,348000.00,3.00,417600.00,18.0,2430432.00,15932832.00,ONE_TIME,WH-001,ALLOCATED
QL-00427,QT-MUM-0094,5,PRODUCT,VAR-0171,,,Synology FlashStation FS3410 24-Bay All-Flash NAS / Dual Controller / 10G/25G iSCSI & 32Gb FC,25,504000.00,10.00,1260000.00,18.0,2041200.00,13381200.00,ONE_TIME,WH-001,ALLOCATED
QL-00428,QT-MUM-0095,1,PRODUCT,VAR-0361,,,Logitech MX Keys S Advanced Illuminated Wireless Keyboard / Commercial Retail Pack,60,10560.00,5.00,31680.00,18.0,108345.60,710265.60,ONE_TIME,WH-001,ALLOCATED
QL-00429,QT-MUM-0095,2,PRODUCT,VAR-0323,,,Apple iPad Pro 11-inch M4 Ultra-Thin Tandem OLED 256GB / Stylus Support / Enterprise Security,20,99900.00,12.00,239760.00,18.0,316483.20,2074723.20,ONE_TIME,WH-001,ALLOCATED
QL-00430,QT-MUM-0095,3,PRODUCT,VAR-0564,,,Juniper EX3400 48-Port Gigabit PoE+ Virtual Chassis / Redundant AC Power Supply & Stacking Module,20,237600.00,12.00,570240.00,18.0,752716.80,4934476.80,ONE_TIME,WH-001,ALLOCATED
QL-00431,QT-MUM-0095,4,PRODUCT,VAR-0333,,,HP LaserJet Enterprise MFP M528dn Secure Departmental MFP / Duplex Network / Secure Pull Print,10,105600.00,10.00,105600.00,18.0,171072.00,1121472.00,ONE_TIME,WH-001,ALLOCATED
QL-00432,QT-MUM-0096,1,PRODUCT,VAR-0577,,,Fortinet FortiGate 60F Enterprise Branch Firewall / + 1-Year Enterprise Unified Threat Protection Suite,20,94600.00,10.00,189200.00,18.0,306504.00,2009304.00,ONE_TIME,WH-001,ALLOCATED
QL-00433,QT-MUM-0096,2,PRODUCT,VAR-0559,,,Ubiquiti UniFi Pro 48 PoE Layer 3 600W 4x 10G SFP+ / Redundant AC Power Supply & Stacking Module,40,106560.00,5.00,213120.00,18.0,728870.40,4778150.40,ONE_TIME,WH-001,ALLOCATED
QL-00434,QT-MUM-0096,3,PRODUCT,VAR-0220,,,Aruba AP-655 High-Density Campus Wi-Fi 6E AP / 19-inch Rackmount / Redundant Power Ready,10,86400.00,7.50,64800.00,18.0,143856.00,943056.00,ONE_TIME,WH-001,ALLOCATED
QL-00435,QT-MUM-0096,4,SERVICE,,SRV-029,,Thunderbolt Docking Station Mass Firmware Harmonization,1,750.00,5.00,37.50,18.0,128.25,840.75,ONE_TIME,,PENDING
QL-00436,QT-MUM-0096,5,SUBSCRIPTION,,,SUB-001,Comprehensive 24x7 4-Hour SLA Enterprise Hardware AMC (Yearly),1,52000.00,0.00,0.00,18.0,9360.00,61360.00,RECURRING,,PENDING
QL-00437,QT-MUM-0097,1,PRODUCT,VAR-0036,,,Dell Latitude 7340 13.3-inch Executive Lightweight / 16GB RAM / 512GB SSD / Win 11 Pro,5,113000.00,5.00,28250.00,18.0,96615.00,633365.00,ONE_TIME,WH-001,ALLOCATED
QL-00438,QT-MUM-0097,2,PRODUCT,VAR-0292,,,Vertiv Liebert GXT5 10kVA 6U Integrated Maintenance Bypass / Sealed Lead-Acid Battery / LCD Display,2,414000.00,5.00,41400.00,18.0,141588.00,928188.00,ONE_TIME,WH-001,ALLOCATED
QL-00439,QT-MUM-0097,3,PRODUCT,VAR-0611,,,LG 32UN880 Ergo Arm 32-inch 4K UHD UltraFine Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,5,59700.00,3.00,8955.00,18.0,52118.10,341663.10,ONE_TIME,WH-001,ALLOCATED
QL-00440,QT-MUM-0097,4,PRODUCT,VAR-0017,,,Core i7-1370P / 32GB / 1TB SSD / 4K OLED Pen,60,182000.00,5.00,546000.00,18.0,1867320.00,12241320.00,ONE_TIME,WH-001,ALLOCATED
QL-00441,QT-MUM-0097,5,PRODUCT,VAR-0531,,,Synology DiskStation DS3622xs+ 12-Bay Enterprise Tower / 128TB Raw / 32Gb Fibre Channel SAN Gateway,2,394800.00,12.00,94752.00,18.0,125072.64,819920.64,ONE_TIME,WH-001,ALLOCATED
QL-00442,QT-MUM-0098,1,PRODUCT,VAR-0567,,,Fortinet FortiSwitch 148F 48-Port GE PoE+ 4x 10G SFP+ / Redundant AC Power Supply & Stacking Module,25,141120.00,3.00,105840.00,18.0,615988.80,4038148.80,ONE_TIME,WH-001,ALLOCATED
QL-00443,QT-MUM-0098,2,PRODUCT,VAR-0524,,,NetApp AFF A250 NVMe End-to-End Enterprise Storage / 128TB Raw / 32Gb Fibre Channel SAN Gateway,2,3696000.00,0.00,0.00,18.0,1330560.00,8722560.00,ONE_TIME,WH-001,ALLOCATED
QL-00444,QT-MUM-0098,3,PRODUCT,VAR-0570,,,Cisco 25GBASE-SR SFP28 Optical Transceiver (Pack of 2) / Redundant AC Power Supply & Stacking Module,20,63360.00,5.00,63360.00,18.0,216691.20,1420531.20,ONE_TIME,WH-001,ALLOCATED
QL-00445,QT-MUM-0098,4,PRODUCT,VAR-0585,,,Palo Alto Networks PA-450 High-Availability Firewall / + 1-Year Enterprise Unified Threat Protection Suite,5,277000.00,3.00,41550.00,18.0,241821.00,1585271.00,ONE_TIME,WH-001,ALLOCATED
QL-00446,QT-MUM-0099,1,PRODUCT,VAR-0376,,,Core i7-1365U / 32GB DDR5 / 1TB NVMe / Win 11 Pro,10,213500.00,5.00,106750.00,18.0,365085.00,2393335.00,ONE_TIME,WH-001,ALLOCATED
QL-00447,QT-MUM-0099,2,PRODUCT,VAR-0597,,,Cisco Secure Firewall Firepower 1010 Desktop NGFW / + 1-Year Enterprise Unified Threat Protection Suite,2,106600.00,10.00,21320.00,18.0,34538.40,226418.40,ONE_TIME,WH-001,ALLOCATED
QL-00448,QT-MUM-0099,3,PRODUCT,VAR-0256,,,LG 32UN880 Ergo Arm 32-inch 4K UHD UltraFine Display / Factory Calibrated / Tilt-Swivel-Pivot,20,55200.00,10.00,110400.00,18.0,178848.00,1172448.00,ONE_TIME,WH-001,ALLOCATED
QL-00449,QT-MUM-0099,4,PRODUCT,VAR-0239,,,Check Point Quantum Spark 1570 Enterprise Security / Hardware Appliance / Base Bundle,5,86400.00,12.00,51840.00,18.0,68428.80,448588.80,ONE_TIME,WH-001,ALLOCATED
QL-00450,QT-MUM-0099,5,SERVICE,,SRV-005,,Enterprise Laptop Zero-Touch Imaging & Domain Join,1,1400.00,10.00,140.00,18.0,226.80,1486.80,ONE_TIME,,PENDING
QL-00451,QT-MUM-0100,1,PRODUCT,VAR-0495,,,HPE ProLiant DL360 Gen11 1U Dual Intel Xeon Scalable / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,60,574200.00,0.00,0.00,18.0,6201360.00,40653360.00,ONE_TIME,WH-001,ALLOCATED
QL-00452,QT-MUM-0100,2,PRODUCT,VAR-0178,,,QNAP TVS-h1688X 16-Bay ZFS Enterprise Desktop NAS / Dual Controller / 10G/25G iSCSI & 32Gb FC,25,348000.00,12.00,1044000.00,18.0,1378080.00,9034080.00,ONE_TIME,WH-001,ALLOCATED
QL-00453,QT-MUM-0100,3,PRODUCT,VAR-0500,,,Lenovo ThinkSystem SR250 V2 1U Compact Rack Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,10,195750.00,0.00,0.00,18.0,352350.00,2309850.00,ONE_TIME,WH-001,ALLOCATED
QL-00454,QT-MUM-0100,4,PRODUCT,VAR-0591,,,Sophos XGS 2100 1U Enterprise Rackmount Firewall / + 1-Year Enterprise Unified Threat Protection Suite,40,217000.00,10.00,868000.00,18.0,1406160.00,9218160.00,ONE_TIME,WH-001,ALLOCATED
QL-00455,QT-MUM-0100,5,SUBSCRIPTION,,,SUB-013,Enterprise Desk-Side Support & SLA Helpdesk (Per User) (Monthly),1,750.00,0.00,0.00,18.0,135.00,885.00,RECURRING,,PENDING
