recommendation_id,source_product_id,recommended_product_id,recommendation_type,confidence_score,co_purchase_rate,margin_delta,priority,promotion_active,minimum_margin_percent,reason,status
REC-0681,PROD-0268,PROD-0347,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0682,PROD-0269,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0683,PROD-0290,PROD-0349,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0684,PROD-0290,PROD-0354,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0685,PROD-0291,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0686,PROD-0291,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0687,PROD-0292,PROD-0349,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0688,PROD-0292,PROD-0356,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0689,PROD-0293,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0690,PROD-0293,PROD-0356,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0691,PROD-0294,PROD-0349,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0692,PROD-0294,PROD-0355,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0693,PROD-0295,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0694,PROD-0295,PROD-0355,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0695,PROD-0296,PROD-0349,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0696,PROD-0296,PROD-0356,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0697,PROD-0297,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0698,PROD-0297,PROD-0355,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0699,PROD-0298,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0700,PROD-0298,PROD-0355,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0701,PROD-0299,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0702,PROD-0299,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0703,PROD-0300,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0704,PROD-0300,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0705,PROD-0301,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0706,PROD-0301,PROD-0354,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0707,PROD-0302,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0708,PROD-0302,PROD-0356,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0709,PROD-0303,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0710,PROD-0303,PROD-0354,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0711,PROD-0304,PROD-0349,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0712,PROD-0304,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0713,PROD-0305,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0714,PROD-0305,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0715,PROD-0306,PROD-0349,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0716,PROD-0306,PROD-0355,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0717,PROD-0307,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0718,PROD-0307,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0719,PROD-0308,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0720,PROD-0308,PROD-0353,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0721,PROD-0309,PROD-0348,CROSS_SELL,0.93,0.86,16.5,1,True,20.0,120W GaN multi-port fast charger powers phone and executive laptop simultaneously,ACTIVE
REC-0722,PROD-0309,PROD-0355,ATTACHMENT,0.88,0.77,12.0,2,True,20.0,Bluetooth ANC headset for corporate executive mobile communications,ACTIVE
REC-0723,PROD-0310,PROD-0348,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0724,PROD-0311,PROD-0348,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0725,PROD-0312,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0726,PROD-0313,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0727,PROD-0314,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0728,PROD-0315,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0729,PROD-0316,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0730,PROD-0317,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0731,PROD-0318,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0732,PROD-0319,PROD-0348,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0733,PROD-0320,PROD-0349,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0734,PROD-0321,PROD-0348,CROSS_SELL,0.89,0.81,15.0,1,True,20.0,Fast USB-C power adapter ensures quick device turnaround for field personnel,ACTIVE
REC-0735,PROD-0332,PROD-0238,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0736,PROD-0333,PROD-0242,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0737,PROD-0334,PROD-0240,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0738,PROD-0335,PROD-0242,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0739,PROD-0336,PROD-0260,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0740,PROD-0337,PROD-0244,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0741,PROD-0338,PROD-0256,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0742,PROD-0339,PROD-0257,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0743,PROD-0340,PROD-0243,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
REC-0744,PROD-0341,PROD-0256,ATTACHMENT,0.92,0.84,10.0,1,True,20.0,Commercial dual displays complete corporate executive boardroom setup,ACTIVE
